idMouvement,dateMouvement,descriptionCompte,nomBanque,nomTiers,nomCategorie,nomSousCategorie,montant
574,2023-08-01,Compte 2,Banque A,Livret A,Épargne,,460.36
1537,2023-08-02,Compte 3,Banque C,SFR,Internet,,-37.12
2911,2023-08-02,Compte 1,Banque B,Orange,Téléphone,,-49.67
463,2023-08-02,Compte 1,Banque B,Mutuelle,Remboursement,,107.02
1486,2023-08-02,Compte 1,Banque B,CPAM,Remboursement,,85.62
1281,2023-08-02,Compte 3,Banque C,DAB,Retrait,,-232.24
54,2023-08-03,Compte 2,Banque A,Lidl,Alimentation,,-104.99
688,2023-08-04,Compte 2,Banque A,Amazon,Cadeau,,-51.22
27,2023-08-04,Compte 3,Banque C,SFR,Téléphone,,-21.73
2573,2023-08-04,Compte 3,Banque C,Loyer,Logement,,-386.86
606,2023-08-04,Compte 3,Banque C,Entreprise C,Salaire,,2199.36
2082,2023-08-04,Compte 3,Banque C,Expedia,Vacances,,-375.79
2968,2023-08-04,Compte 1,Banque B,Banque Postale,Frais bancaires,,-18.08
1410,2023-08-06,Compte 3,Banque C,AXA,Assurance,,-75.87
1591,2023-08-06,Compte 2,Banque A,Mutuelle,Remboursement,,222.13
897,2023-08-06,Compte 1,Banque B,AXA,Assurance,,-68.06
829,2023-08-07,Compte 2,Banque A,Zalando,Cadeau,,-39.29
2498,2023-08-07,Compte 1,Banque B,Hôpital,Santé,,-68.42
1009,2023-08-07,Compte 1,Banque B,Divers,Divers,,-38.62
1881,2023-08-07,Compte 1,Banque B,Doctolib,Santé,,-146.51
590,2023-08-07,Compte 2,Banque A,Mutuelle,Remboursement,,122.16
1977,2023-08-07,Compte 3,Banque C,AXA,Assurance,,-61.8
1258,2023-08-07,Compte 2,Banque A,EDF,Logement,,-369.11
2398,2023-08-08,Compte 1,Banque B,Spotify,Loisir,,-33.16
623,2023-08-09,Compte 1,Banque B,Booking,Vacances,,-506.03
1282,2023-08-09,Compte 3,Banque C,EDF,Logement,,-429.3
472,2023-08-09,Compte 2,Banque A,Divers,Divers,,-96.7
495,2023-08-09,Compte 3,Banque C,Fnac,Cadeau,,-160.01
1706,2023-08-11,Compte 2,Banque A,Animalis,Animaux,,-45.43
952,2023-08-11,Compte 2,Banque A,Bouygues,Téléphone,,-24.32
2364,2023-08-11,Compte 1,Banque B,SFR,Téléphone,,-13.77
444,2023-08-11,Compte 1,Banque B,Truffaut,Animaux,,-49.18
2790,2023-08-11,Compte 1,Banque B,Mutuelle,Remboursement,,166.33
2437,2023-08-11,Compte 2,Banque A,Divers,Divers,,-78.68
2505,2023-08-13,Compte 3,Banque C,Entreprise C,Salaire,,2637.48
2803,2023-08-13,Compte 3,Banque C,URSSAF,Impôts,,-1431.03
378,2023-08-13,Compte 1,Banque B,Booking,Vacances,,-836.56
530,2023-08-14,Compte 2,Banque A,Uniqlo,Vêtements,,-53.89
1146,2023-08-14,Compte 1,Banque B,Entreprise C,Salaire,,2889.99
2641,2023-08-14,Compte 2,Banque A,MAIF,Assurance,,-35.78
2008,2023-08-15,Compte 1,Banque B,Bouygues,Téléphone,,-24.15
95,2023-08-15,Compte 1,Banque B,Uber,Transport,,-62.07
636,2023-08-15,Compte 1,Banque B,Livret A,Épargne,,247.97
2244,2023-08-15,Compte 1,Banque B,PEL,Épargne,,231.6
2088,2023-08-16,Compte 1,Banque B,Orchestra,Enfants,,-65.8
734,2023-08-16,Compte 1,Banque B,PEL,Épargne,,164.79
2285,2023-08-17,Compte 1,Banque B,Fnac,Cadeau,,-132.23
2121,2023-08-17,Compte 3,Banque C,Engie,Logement,,-551.15
611,2023-08-17,Compte 3,Banque C,JouetClub,Enfants,,-127.46
361,2023-08-18,Compte 2,Banque A,H&M,Vêtements,,-21.19
1727,2023-08-18,Compte 1,Banque B,Uber,Transport,,-19.82
2668,2023-08-18,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-6.41
2276,2023-08-19,Compte 3,Banque C,AXA,Assurance,,-71.36
2059,2023-08-19,Compte 1,Banque B,Hôpital,Santé,,-88.14
988,2023-08-19,Compte 3,Banque C,Uber,Transport,,-27.66
181,2023-08-19,Compte 3,Banque C,Uber,Transport,,-9.01
1322,2023-08-20,Compte 2,Banque A,Zalando,Cadeau,,-141.1
1966,2023-08-21,Compte 3,Banque C,SNCF,Transport,,-58.8
703,2023-08-21,Compte 1,Banque B,AXA,Assurance,,-34.14
186,2023-08-22,Compte 2,Banque A,Uber,Transport,,-66.27
1907,2023-08-22,Compte 3,Banque C,Impôts,Impôts,,-1004.83
1076,2023-08-23,Compte 2,Banque A,Orange,Internet,,-46.3
1754,2023-08-23,Compte 3,Banque C,Banque Postale,Frais bancaires,,-12.67
1118,2023-08-23,Compte 3,Banque C,Orchestra,Enfants,,-117.04
1834,2023-08-24,Compte 3,Banque C,DAB,Retrait,,-39.3
585,2023-08-24,Compte 2,Banque A,Banque Postale,Frais bancaires,,-10.67
2369,2023-08-24,Compte 3,Banque C,Cinéma,Loisir,,-89.61
2884,2023-08-24,Compte 2,Banque A,DAB,Retrait,,-296.49
2125,2023-08-26,Compte 1,Banque B,Divers,Divers,,-22.11
779,2023-08-26,Compte 3,Banque C,Uniqlo,Vêtements,,-40.96
1565,2023-08-26,Compte 2,Banque A,Intermarché,Alimentation,,-66.08
1658,2023-08-28,Compte 2,Banque A,Expedia,Vacances,,-660.52
598,2023-08-28,Compte 3,Banque C,CPAM,Remboursement,,55.88
343,2023-08-29,Compte 2,Banque A,CPAM,Remboursement,,117.78
212,2023-08-29,Compte 3,Banque C,JouetClub,Enfants,,-107.4
2757,2023-08-29,Compte 2,Banque A,Banque Postale,Frais bancaires,,-3.62
1545,2023-08-30,Compte 3,Banque C,Banque Postale,Frais bancaires,,-11.37
2301,2023-08-30,Compte 1,Banque B,Engie,Logement,,-758.22
563,2023-08-30,Compte 2,Banque A,Netflix,Loisir,,-76.58
87,2023-08-31,Compte 1,Banque B,Bouygues,Téléphone,,-11.9
2953,2023-08-31,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-5.06
2534,2023-08-31,Compte 3,Banque C,Orange,Internet,,-20.96
655,2023-09-01,Compte 2,Banque A,SFR,Téléphone,,-45.44
1307,2023-09-01,Compte 3,Banque C,Orchestra,Enfants,,-136.25
969,2023-09-01,Compte 1,Banque B,EDF,Logement,,-529.49
2075,2023-09-02,Compte 1,Banque B,Livret A,Épargne,,269.45
229,2023-09-02,Compte 3,Banque C,Livret A,Épargne,,225.24
1291,2023-09-02,Compte 2,Banque A,Animalis,Animaux,,-34.3
1556,2023-09-02,Compte 3,Banque C,SFR,Internet,,-38.18
1979,2023-09-02,Compte 1,Banque B,Blablacar,Transport,,-40.02
2951,2023-09-02,Compte 3,Banque C,Uber,Transport,,-48.61
2429,2023-09-03,Compte 1,Banque B,Impôts,Impôts,,-789.89
380,2023-09-03,Compte 2,Banque A,H&M,Vêtements,,-177.17
2033,2023-09-03,Compte 3,Banque C,JouetClub,Enfants,,-108.81
2590,2023-09-04,Compte 3,Banque C,DAB,Retrait,,-118.06
1937,2023-09-04,Compte 2,Banque A,Orchestra,Enfants,,-74.18
1081,2023-09-04,Compte 3,Banque C,H&M,Vêtements,,-128.55
2430,2023-09-05,Compte 2,Banque A,Blablacar,Transport,,-48.47
2510,2023-09-05,Compte 2,Banque A,Cinéma,Loisir,,-74.88
1297,2023-09-05,Compte 3,Banque C,Spotify,Loisir,,-57.96
2477,2023-09-05,Compte 2,Banque A,Livret A,Épargne,,418.99
531,2023-09-06,Compte 3,Banque C,DAB,Retrait,,-212.76
816,2023-09-06,Compte 2,Banque A,Divers,Divers,,-23.33
2040,2023-09-06,Compte 1,Banque B,Entreprise B,Salaire,,2348.34
2523,2023-09-07,Compte 3,Banque C,Intermarché,Alimentation,,-76.51
2354,2023-09-07,Compte 3,Banque C,Allianz,Assurance,,-90.88
2820,2023-09-07,Compte 1,Banque B,Loyer,Logement,,-319.24
555,2023-09-07,Compte 1,Banque B,Impôts,Impôts,,-602.44
2216,2023-09-07,Compte 3,Banque C,Doctolib,Santé,,-71.34
2717,2023-09-08,Compte 2,Banque A,Blablacar,Transport,,-76.24
1686,2023-09-10,Compte 2,Banque A,Allianz,Assurance,,-99.39
241,2023-09-10,Compte 3,Banque C,Bouygues,Téléphone,,-35.59
215,2023-09-10,Compte 1,Banque B,CPAM,Remboursement,,13.69
350,2023-09-10,Compte 2,Banque A,PEL,Épargne,,331.29
1361,2023-09-10,Compte 3,Banque C,Lidl,Alimentation,,-62.86
476,2023-09-11,Compte 2,Banque A,Pharmacie,Santé,,-131.16
2843,2023-09-12,Compte 2,Banque A,Divers,Divers,,-57.72
21,2023-09-12,Compte 1,Banque B,SFR,Internet,,-52.45
1731,2023-09-12,Compte 3,Banque C,Engie,Logement,,-316.12
785,2023-09-12,Compte 3,Banque C,Amazon,Cadeau,,-109.49
1707,2023-09-13,Compte 2,Banque A,Carrefour,Alimentation,,-182.73
999,2023-09-13,Compte 1,Banque B,Orange,Internet,,-46.26
26,2023-09-13,Compte 2,Banque A,Uber,Transport,,-59.03
1382,2023-09-13,Compte 2,Banque A,Animalis,Animaux,,-97.91
1925,2023-09-13,Compte 2,Banque A,Entreprise C,Salaire,,2799.23
810,2023-09-14,Compte 1,Banque B,Truffaut,Animaux,,-87.82
1901,2023-09-14,Compte 2,Banque A,DAB,Retrait,,-277.33
448,2023-09-15,Compte 3,Banque C,Hôpital,Santé,,-118.64
2675,2023-09-15,Compte 1,Banque B,Engie,Logement,,-834.52
2848,2023-09-15,Compte 3,Banque C,URSSAF,Impôts,,-1063.61
2309,2023-09-16,Compte 2,Banque A,JouetClub,Enfants,,-11.44
1027,2023-09-17,Compte 2,Banque A,Orchestra,Enfants,,-20.58
1494,2023-09-18,Compte 2,Banque A,AXA,Assurance,,-49.74
2677,2023-09-18,Compte 3,Banque C,URSSAF,Impôts,,-1160.76
1740,2023-09-19,Compte 2,Banque A,Cinéma,Loisir,,-31.31
382,2023-09-20,Compte 1,Banque B,CPAM,Remboursement,,161.95
1849,2023-09-21,Compte 3,Banque C,Allianz,Assurance,,-83.61
2612,2023-09-21,Compte 2,Banque A,Blablacar,Transport,,-38.93
141,2023-09-22,Compte 1,Banque B,Animalis,Animaux,,-48.09
2834,2023-09-22,Compte 2,Banque A,Bouygues,Téléphone,,-22.75
2457,2023-09-22,Compte 3,Banque C,Orchestra,Enfants,,-110.25
2907,2023-09-23,Compte 1,Banque B,Animalis,Animaux,,-35.9
1215,2023-09-24,Compte 1,Banque B,JouetClub,Enfants,,-137.33
1745,2023-09-24,Compte 3,Banque C,PEL,Épargne,,130.15
12,2023-09-25,Compte 3,Banque C,Expedia,Vacances,,-209.18
155,2023-09-25,Compte 1,Banque B,H&M,Vêtements,,-138.31
1390,2023-09-25,Compte 3,Banque C,SFR,Internet,,-20.21
1083,2023-09-25,Compte 3,Banque C,PEL,Épargne,,329.64
169,2023-09-26,Compte 2,Banque A,Divers,Divers,,-8.78
1305,2023-09-27,Compte 3,Banque C,SFR,Téléphone,,-42.08
1961,2023-09-27,Compte 3,Banque C,Pharmacie,Santé,,-65.16
2081,2023-09-27,Compte 3,Banque C,Free,Internet,,-59.22
862,2023-09-28,Compte 1,Banque B,Pharmacie,Santé,,-64.21
238,2023-09-29,Compte 2,Banque A,Orange,Téléphone,,-26.82
2142,2023-09-29,Compte 1,Banque B,Animalis,Animaux,,-59.11
2297,2023-09-29,Compte 3,Banque C,Lidl,Alimentation,,-72.99
1664,2023-09-29,Compte 3,Banque C,Livret A,Épargne,,189.51
2656,2023-09-29,Compte 2,Banque A,Fnac,Cadeau,,-91.07
2567,2023-09-30,Compte 3,Banque C,Bouygues,Téléphone,,-30.98
2215,2023-09-30,Compte 3,Banque C,SFR,Internet,,-45.65
2218,2023-09-30,Compte 1,Banque B,Allianz,Assurance,,-28.73
2796,2023-09-30,Compte 3,Banque C,SFR,Téléphone,,-21.27
823,2023-10-01,Compte 3,Banque C,Truffaut,Animaux,,-39.99
2622,2023-10-02,Compte 2,Banque A,SFR,Internet,,-51.37
2214,2023-10-02,Compte 2,Banque A,Livret A,Épargne,,84.84
995,2023-10-02,Compte 1,Banque B,CPAM,Remboursement,,244.72
2502,2023-10-02,Compte 2,Banque A,Lidl,Alimentation,,-41.04
144,2023-10-03,Compte 3,Banque C,PEL,Épargne,,288.57
1785,2023-10-03,Compte 1,Banque B,Free,Internet,,-45.79
2716,2023-10-03,Compte 1,Banque B,Divers,Divers,,-25.87
1722,2023-10-04,Compte 1,Banque B,DAB,Retrait,,-269.65
32,2023-10-05,Compte 3,Banque C,H&M,Vêtements,,-131.46
2678,2023-10-05,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-8.75
68,2023-10-05,Compte 1,Banque B,Zalando,Cadeau,,-36.98
2634,2023-10-05,Compte 1,Banque B,Amazon,Cadeau,,-182.4
1423,2023-10-06,Compte 1,Banque B,PEL,Épargne,,185.97
1106,2023-10-06,Compte 1,Banque B,Free,Internet,,-54.79
1917,2023-10-06,Compte 3,Banque C,DAB,Retrait,,-182.63
1034,2023-10-07,Compte 1,Banque B,Bowling,Loisir,,-92.5
847,2023-10-07,Compte 2,Banque A,Auchan,Alimentation,,-49.57
1087,2023-10-07,Compte 3,Banque C,Zara,Vêtements,,-232.57
1388,2023-10-08,Compte 3,Banque C,Pharmacie,Santé,,-87.05
1564,2023-10-08,Compte 1,Banque B,Lidl,Alimentation,,-101.98
1324,2023-10-10,Compte 1,Banque B,Animalis,Animaux,,-39.11
2996,2023-10-10,Compte 1,Banque B,Banque Postale,Frais bancaires,,-16.91
2368,2023-10-11,Compte 1,Banque B,Livret A,Épargne,,460.34
2182,2023-10-11,Compte 1,Banque B,Pharmacie,Santé,,-80.36
2957,2023-10-11,Compte 1,Banque B,MAIF,Assurance,,-94.4
57,2023-10-11,Compte 3,Banque C,Cinéma,Loisir,,-78.37
1342,2023-10-11,Compte 1,Banque B,Livret A,Épargne,,260.03
2770,2023-10-12,Compte 2,Banque A,DAB,Retrait,,-124.93
2152,2023-10-12,Compte 1,Banque B,CPAM,Remboursement,,45.4
2639,2023-10-12,Compte 2,Banque A,Banque Postale,Frais bancaires,,-3.96
2814,2023-10-13,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-18.47
482,2023-10-14,Compte 3,Banque C,Intermarché,Alimentation,,-61.05
1343,2023-10-14,Compte 3,Banque C,Booking,Vacances,,-185.17
2222,2023-10-14,Compte 1,Banque B,Carrefour,Alimentation,,-166.61
1114,2023-10-14,Compte 1,Banque B,DAB,Retrait,,-225.8
33,2023-10-14,Compte 1,Banque B,PEL,Épargne,,442.44
2927,2023-10-15,Compte 1,Banque B,MAIF,Assurance,,-106.96
1609,2023-10-16,Compte 3,Banque C,JouetClub,Enfants,,-13.33
86,2023-10-16,Compte 3,Banque C,Booking,Vacances,,-539.34
1717,2023-10-16,Compte 2,Banque A,DAB,Retrait,,-154.73
1875,2023-10-16,Compte 2,Banque A,Animalis,Animaux,,-82.35
1594,2023-10-17,Compte 1,Banque B,Zalando,Cadeau,,-44.44
2877,2023-10-17,Compte 2,Banque A,JouetClub,Enfants,,-94.61
174,2023-10-18,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-18.1
2113,2023-10-18,Compte 3,Banque C,DAB,Retrait,,-209.46
987,2023-10-18,Compte 3,Banque C,Engie,Logement,,-776.15
782,2023-10-19,Compte 3,Banque C,DAB,Retrait,,-187.64
2832,2023-10-19,Compte 1,Banque B,SFR,Téléphone,,-11.03
1202,2023-10-19,Compte 3,Banque C,Animalis,Animaux,,-93.81
1115,2023-10-20,Compte 3,Banque C,Divers,Divers,,-22.19
1482,2023-10-21,Compte 2,Banque A,Divers,Divers,,-49.82
939,2023-10-22,Compte 3,Banque C,Divers,Divers,,-79.23
1735,2023-10-23,Compte 2,Banque A,PEL,Épargne,,92.16
1598,2023-10-23,Compte 1,Banque B,Lidl,Alimentation,,-64.81
2519,2023-10-23,Compte 3,Banque C,JouetClub,Enfants,,-77.94
1295,2023-10-23,Compte 3,Banque C,Mutuelle,Remboursement,,33.72
105,2023-10-24,Compte 3,Banque C,Expedia,Vacances,,-1031.14
857,2023-10-24,Compte 1,Banque B,Amazon,Cadeau,,-52.79
2885,2023-10-24,Compte 1,Banque B,DAB,Retrait,,-125.57
1784,2023-10-24,Compte 1,Banque B,URSSAF,Impôts,,-651.36
2896,2023-10-26,Compte 2,Banque A,MAIF,Assurance,,-95.29
954,2023-10-26,Compte 1,Banque B,Divers,Divers,,-72.43
2556,2023-10-26,Compte 3,Banque C,Doctolib,Santé,,-122.15
1736,2023-10-26,Compte 2,Banque A,Cinéma,Loisir,,-43.16
1677,2023-10-27,Compte 3,Banque C,Spotify,Loisir,,-25.48
744,2023-10-27,Compte 1,Banque B,Livret A,Épargne,,280.59
2950,2023-10-27,Compte 3,Banque C,Divers,Divers,,-16.1
1562,2023-10-28,Compte 3,Banque C,Hôpital,Santé,,-121.72
1045,2023-10-28,Compte 3,Banque C,DAB,Retrait,,-109.71
1548,2023-10-28,Compte 2,Banque A,DAB,Retrait,,-224.23
2054,2023-10-29,Compte 3,Banque C,SNCF,Transport,,-53.37
2461,2023-10-30,Compte 1,Banque B,Banque Postale,Frais bancaires,,-5.88
256,2023-10-30,Compte 3,Banque C,Hôpital,Santé,,-18.61
465,2023-10-31,Compte 3,Banque C,Animalis,Animaux,,-99.5
1463,2023-10-31,Compte 2,Banque A,Entreprise C,Salaire,,2388.05
766,2023-11-01,Compte 2,Banque A,Spotify,Loisir,,-50.6
14,2023-11-01,Compte 3,Banque C,Banque Postale,Frais bancaires,,-2.81
832,2023-11-01,Compte 2,Banque A,SFR,Téléphone,,-16.41
2795,2023-11-02,Compte 3,Banque C,Pharmacie,Santé,,-128.51
1051,2023-11-02,Compte 2,Banque A,Mutuelle,Remboursement,,187.93
2500,2023-11-02,Compte 1,Banque B,Bowling,Loisir,,-54.13
1965,2023-11-02,Compte 3,Banque C,DAB,Retrait,,-224.12
594,2023-11-03,Compte 1,Banque B,Truffaut,Animaux,,-95.0
2952,2023-11-03,Compte 2,Banque A,Entreprise C,Salaire,,2899.18
1230,2023-11-03,Compte 3,Banque C,URSSAF,Impôts,,-1813.45
1168,2023-11-04,Compte 2,Banque A,Zara,Vêtements,,-149.3
2060,2023-11-04,Compte 2,Banque A,Orchestra,Enfants,,-115.69
2633,2023-11-04,Compte 3,Banque C,Zalando,Cadeau,,-49.0
906,2023-11-04,Compte 1,Banque B,Airbnb,Vacances,,-621.63
707,2023-11-04,Compte 3,Banque C,AXA,Assurance,,-114.39
390,2023-11-04,Compte 2,Banque A,PEL,Épargne,,214.63
2009,2023-11-04,Compte 3,Banque C,Allianz,Assurance,,-94.47
1284,2023-11-05,Compte 2,Banque A,Hôpital,Santé,,-64.02
286,2023-11-05,Compte 1,Banque B,Hôpital,Santé,,-130.91
162,2023-11-06,Compte 2,Banque A,Lidl,Alimentation,,-45.66
1483,2023-11-06,Compte 2,Banque A,Divers,Divers,,-77.16
2845,2023-11-07,Compte 3,Banque C,Expedia,Vacances,,-299.25
2287,2023-11-07,Compte 3,Banque C,Bowling,Loisir,,-79.09
964,2023-11-08,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-14.65
1275,2023-11-08,Compte 2,Banque A,Impôts,Impôts,,-413.53
1372,2023-11-08,Compte 3,Banque C,JouetClub,Enfants,,-116.13
2554,2023-11-08,Compte 1,Banque B,Doctolib,Santé,,-57.84
1866,2023-11-08,Compte 1,Banque B,Uber,Transport,,-55.61
2397,2023-11-08,Compte 2,Banque A,Impôts,Impôts,,-367.37
2646,2023-11-09,Compte 2,Banque A,Animalis,Animaux,,-28.35
1747,2023-11-09,Compte 1,Banque B,JouetClub,Enfants,,-11.82
1152,2023-11-09,Compte 3,Banque C,Uber,Transport,,-6.66
933,2023-11-10,Compte 1,Banque B,Lidl,Alimentation,,-67.36
2434,2023-11-10,Compte 1,Banque B,Pharmacie,Santé,,-80.54
1996,2023-11-10,Compte 2,Banque A,H&M,Vêtements,,-169.69
1229,2023-11-10,Compte 1,Banque B,Mutuelle,Remboursement,,221.65
391,2023-11-11,Compte 1,Banque B,DAB,Retrait,,-299.46
1443,2023-11-11,Compte 2,Banque A,Blablacar,Transport,,-31.2
2291,2023-11-11,Compte 3,Banque C,Allianz,Assurance,,-98.97
1181,2023-11-12,Compte 3,Banque C,Bouygues,Téléphone,,-44.51
1351,2023-11-13,Compte 1,Banque B,CPAM,Remboursement,,37.87
1368,2023-11-13,Compte 2,Banque A,Uniqlo,Vêtements,,-202.05
1462,2023-11-14,Compte 2,Banque A,MAIF,Assurance,,-85.49
878,2023-11-15,Compte 1,Banque B,URSSAF,Impôts,,-1001.74
1348,2023-11-15,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-19.33
2687,2023-11-15,Compte 2,Banque A,Entreprise B,Salaire,,2207.53
2995,2023-11-15,Compte 3,Banque C,Bowling,Loisir,,-13.88
2045,2023-11-17,Compte 3,Banque C,Doctolib,Santé,,-80.3
301,2023-11-17,Compte 1,Banque B,JouetClub,Enfants,,-110.83
2404,2023-11-18,Compte 2,Banque A,Blablacar,Transport,,-13.92
1643,2023-11-18,Compte 1,Banque B,Zara,Vêtements,,-249.99
17,2023-11-18,Compte 3,Banque C,DAB,Retrait,,-59.56
2805,2023-11-19,Compte 1,Banque B,SNCF,Transport,,-24.5
375,2023-11-19,Compte 1,Banque B,Booking,Vacances,,-954.71
2774,2023-11-20,Compte 1,Banque B,PEL,Épargne,,145.06
801,2023-11-20,Compte 1,Banque B,Entreprise B,Salaire,,2471.2
434,2023-11-21,Compte 2,Banque A,Blablacar,Transport,,-71.57
1553,2023-11-21,Compte 1,Banque B,Uber,Transport,,-10.8
2895,2023-11-21,Compte 2,Banque A,URSSAF,Impôts,,-1958.08
628,2023-11-22,Compte 2,Banque A,Divers,Divers,,-78.22
2813,2023-11-22,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-17.08
2386,2023-11-22,Compte 3,Banque C,DAB,Retrait,,-190.48
1437,2023-11-22,Compte 1,Banque B,URSSAF,Impôts,,-768.21
2260,2023-11-22,Compte 2,Banque A,Uber,Transport,,-68.57
802,2023-11-22,Compte 3,Banque C,Fnac,Cadeau,,-28.11
46,2023-11-23,Compte 2,Banque A,Livret A,Épargne,,198.23
403,2023-11-23,Compte 2,Banque A,Amazon,Cadeau,,-97.11
661,2023-11-23,Compte 3,Banque C,H&M,Vêtements,,-22.82
2077,2023-11-25,Compte 3,Banque C,URSSAF,Impôts,,-1708.82
1753,2023-11-25,Compte 3,Banque C,Fnac,Cadeau,,-23.67
253,2023-11-25,Compte 2,Banque A,Amazon,Cadeau,,-174.55
1638,2023-11-25,Compte 1,Banque B,H&M,Vêtements,,-138.59
701,2023-11-25,Compte 1,Banque B,Impôts,Impôts,,-1390.84
1949,2023-11-26,Compte 3,Banque C,Expedia,Vacances,,-878.23
1662,2023-11-26,Compte 1,Banque B,Allianz,Assurance,,-47.98
1044,2023-11-27,Compte 2,Banque A,Impôts,Impôts,,-1507.68
972,2023-11-28,Compte 3,Banque C,Hôpital,Santé,,-64.12
2492,2023-11-28,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-18.44
2976,2023-11-28,Compte 3,Banque C,H&M,Vêtements,,-100.95
1582,2023-11-28,Compte 2,Banque A,DAB,Retrait,,-258.39
558,2023-11-29,Compte 1,Banque B,Animalis,Animaux,,-89.81
1997,2023-11-30,Compte 3,Banque C,Uniqlo,Vêtements,,-113.78
2239,2023-11-30,Compte 2,Banque A,Bouygues,Téléphone,,-40.99
2553,2023-11-30,Compte 1,Banque B,Pharmacie,Santé,,-64.37
36,2023-11-30,Compte 2,Banque A,Entreprise A,Salaire,,2089.16
1225,2023-12-01,Compte 1,Banque B,Spotify,Loisir,,-95.91
889,2023-12-01,Compte 3,Banque C,Spotify,Loisir,,-86.54
6,2023-12-02,Compte 1,Banque B,Free,Internet,,-48.74
1828,2023-12-02,Compte 1,Banque B,CPAM,Remboursement,,158.76
407,2023-12-02,Compte 2,Banque A,DAB,Retrait,,-72.61
1066,2023-12-03,Compte 1,Banque B,Entreprise B,Salaire,,2964.03
926,2023-12-04,Compte 1,Banque B,Engie,Logement,,-810.95
805,2023-12-04,Compte 1,Banque B,Intermarché,Alimentation,,-192.27
645,2023-12-05,Compte 3,Banque C,Doctolib,Santé,,-72.06
2743,2023-12-05,Compte 1,Banque B,Animalis,Animaux,,-22.79
1391,2023-12-05,Compte 2,Banque A,Lidl,Alimentation,,-36.04
2128,2023-12-05,Compte 1,Banque B,Banque Postale,Frais bancaires,,-8.11
115,2023-12-06,Compte 3,Banque C,Auchan,Alimentation,,-49.32
2440,2023-12-06,Compte 2,Banque A,SFR,Téléphone,,-30.13
231,2023-12-07,Compte 2,Banque A,Bouygues,Téléphone,,-30.22
1063,2023-12-08,Compte 3,Banque C,SFR,Internet,,-32.7
1576,2023-12-08,Compte 2,Banque A,Animalis,Animaux,,-45.78
2924,2023-12-08,Compte 3,Banque C,SNCF,Transport,,-39.29
392,2023-12-08,Compte 2,Banque A,Auchan,Alimentation,,-72.63
1604,2023-12-08,Compte 2,Banque A,Entreprise B,Salaire,,2317.08
312,2023-12-09,Compte 2,Banque A,Free,Internet,,-42.87
2350,2023-12-10,Compte 3,Banque C,Allianz,Assurance,,-32.52
243,2023-12-11,Compte 3,Banque C,EDF,Logement,,-731.07
1732,2023-12-12,Compte 2,Banque A,DAB,Retrait,,-130.79
220,2023-12-12,Compte 2,Banque A,Divers,Divers,,-18.01
1386,2023-12-12,Compte 3,Banque C,DAB,Retrait,,-105.17
1086,2023-12-12,Compte 2,Banque A,URSSAF,Impôts,,-246.97
1595,2023-12-13,Compte 1,Banque B,JouetClub,Enfants,,-148.44
2171,2023-12-13,Compte 3,Banque C,Uniqlo,Vêtements,,-215.32
1947,2023-12-14,Compte 2,Banque A,Animalis,Animaux,,-51.79
1755,2023-12-14,Compte 2,Banque A,Free,Internet,,-56.08
2659,2023-12-15,Compte 3,Banque C,Spotify,Loisir,,-66.78
2237,2023-12-15,Compte 1,Banque B,URSSAF,Impôts,,-949.49
1542,2023-12-15,Compte 2,Banque A,Orchestra,Enfants,,-132.03
2897,2023-12-15,Compte 3,Banque C,Hôpital,Santé,,-119.64
1846,2023-12-15,Compte 2,Banque A,Uniqlo,Vêtements,,-226.64
586,2023-12-16,Compte 3,Banque C,Divers,Divers,,-29.64
956,2023-12-16,Compte 2,Banque A,Entreprise C,Salaire,,2695.52
2788,2023-12-16,Compte 2,Banque A,Livret A,Épargne,,300.46
1475,2023-12-16,Compte 1,Banque B,CPAM,Remboursement,,235.65
271,2023-12-16,Compte 3,Banque C,Fnac,Cadeau,,-118.43
2014,2023-12-16,Compte 2,Banque A,Bowling,Loisir,,-82.7
935,2023-12-17,Compte 2,Banque A,Mutuelle,Remboursement,,133.49
1257,2023-12-17,Compte 1,Banque B,AXA,Assurance,,-52.54
2312,2023-12-17,Compte 3,Banque C,SNCF,Transport,,-49.66
402,2023-12-17,Compte 2,Banque A,Zalando,Cadeau,,-185.01
1488,2023-12-17,Compte 3,Banque C,Engie,Logement,,-553.39
28,2023-12-19,Compte 2,Banque A,JouetClub,Enfants,,-120.94
1333,2023-12-19,Compte 1,Banque B,Doctolib,Santé,,-50.3
871,2023-12-19,Compte 2,Banque A,Orchestra,Enfants,,-78.8
239,2023-12-19,Compte 3,Banque C,Impôts,Impôts,,-639.72
1176,2023-12-19,Compte 3,Banque C,Amazon,Cadeau,,-26.77
2682,2023-12-19,Compte 2,Banque A,PEL,Épargne,,147.24
73,2023-12-20,Compte 3,Banque C,Entreprise C,Salaire,,2282.83
